image_top_1	new_class
2059.0	котята
2060.0	руки
2061.0	руки
2062.0	руки
2063.0	руки
2064.0	руки
2065.0	руки
2066.0	руки
2067.0	отдам
2068.0	сфинкс
2069.0	добрые
2070.0	котята
2071.0	отдам
2072.0	донской
2073.0	руки
2074.0	отдам
2075.0	котята
2076.0	руки
2077.0	отдам
2078.0	котята
2079.0	руки
2080.0	руки
2081.0	руки
2082.0	вельш
2083.0	щенки
2084.0	джек
2085.0	руки
2086.0	щенки
2087.0	фокс
2088.0	щенки
2089.0	щенки
2090.0	руки
2091.0	бультерьера
2092.0	щенки
2093.0	таксы
2094.0	руки
2095.0	ши-тцу
2096.0	хаски
2097.0	руки
2098.0	той
2099.0	щенки
2100.0	руки
2101.0	ротвейлера
2102.0	мопса
2103.0	щенки
2104.0	щенки
2105.0	щенки
2106.0	-х
2107.0	щенки
2108.0	руки
2109.0	йорка
2110.0	брюссельский
2111.0	мастино
2112.0	ищет
2113.0	щенки
2114.0	отдам
2115.0	пекинес
2116.0	девочка
2117.0	щенки
2118.0	ши-тцу
2119.0	щенки
2120.0	девочка
2121.0	щенки
2122.0	руки
2123.0	бигля
2124.0	щенки
2125.0	акита
2126.0	руки
2127.0	руки
2128.0	руки
2129.0	девочка
2130.0	отдам
2131.0	фризе
2132.0	чихуахуа
2133.0	щенки
2134.0	щенки
2135.0	овчарки
2136.0	пекинес
2137.0	щенки
2138.0	вязка
2139.0	щенки
2140.0	пудель
2141.0	сенбернар
2142.0	чау
2143.0	щенок
2144.0	руки
2145.0	руки
2146.0	ши-тцу
2147.0	бульдог
2148.0	руки
2149.0	руки
2150.0	спаниель
2151.0	добрые
2152.0	шпиц
2153.0	щенки
2154.0	щенки
2155.0	щенки
2156.0	руки
2157.0	руки
2158.0	пудель
2159.0	щенок
2160.0	шарпей
2161.0	добрые
2162.0	руки
2163.0	платья
2164.0	руки
2165.0	руки
2166.0	щенок
2167.0	руки
2168.0	английского
2169.0	участок
2170.0	йоркширский
2171.0	щенки
2172.0	бассет
2173.0	черепаха
2174.0	мясо
2175.0	аквариум
2176.0	аквариум
2177.0	паук
2178.0	аквариум
2179.0	обработка
2180.0	улитки
2181.0	хорек
2182.0	продам
2183.0	енот
2184.0	поросята
2185.0	козлята
2186.0	козел
2187.0	участок
2188.0	поросята
2189.0	коза
2190.0	хряк
2191.0	поросята
2192.0	поросята
2193.0	корова
2194.0	овцы
2195.0	продам
2196.0	кролики
2197.0	морская
2198.0	центральный
2199.0	шиншилла
2200.0	клетка
2201.0	продам
2202.0	сирийские
2203.0	дегу
2204.0	морская
2205.0	корм
2206.0	белка
2207.0	продам
2208.0	гуси
2209.0	перепела
2210.0	утки
2211.0	петух
2212.0	ломан
2213.0	продам
2214.0	цыплята
2215.0	участке
2216.0	попугай
2217.0	квартира,
2218.0	квартира,
2219.0	квартира,
2220.0	квартира,
2221.0	квартира,
2222.0	квартира,
2223.0	набор
2224.0	гантель
2225.0	бутылки
2226.0	шугаринг
2227.0	услуги
2228.0	участок
2229.0	книги
2230.0	продам
2231.0	нож
2232.0	фонарь
2233.0	макет
2234.0	ножи
2235.0	участок
2236.0	участок
2237.0	х
2238.0	сварочный
2239.0	нож
2240.0	продам
2241.0	sony
2242.0	чехол
2243.0	микрометр
2244.0	продам
2245.0	мл
2246.0	лампа
2247.0	продам
2248.0	шугаринг
2249.0	крем
2251.0	тур
2252.0	свадебный
2253.0	кухонный
2254.0	картины
2255.0	участок
2256.0	сайтов
2257.0	продам
2258.0	продам
2259.0	номер
2260.0	номер
2261.0	ремонт
2262.0	ваз
2263.0	платье
2264.0	ваз
2265.0	зеленая
2266.0	помещение,
2267.0	ремонт
2268.0	участок
2269.0	программист
2270.0	ремонт
2271.0	ремонт
2272.0	создание
2273.0	волос
2274.0	бровей
2275.0	маникюр
2276.0	услуги
2277.0	шары
2278.0	платье
2279.0	квартира,
2280.0	квартира,
2281.0	платье
2282.0	участок
2283.0	журналы
2284.0	книга
2285.0	класс
2286.0	книги
2287.0	газовая
2288.0	перчатки
2289.0	рюкзак
2290.0	ящик
2291.0	коптильня
2292.0	лыжи
2293.0	сумка
2294.0	шайба
2295.0	эхолот
2296.0	костюм
2297.0	разгрузка
2298.0	налобный
2299.0	воблеры
2300.0	ласты
2301.0	термос
2302.0	garmin
2303.0	жилет
2304.0	кобура
2305.0	костюм
2306.0	плащ
2307.0	блесна
2308.0	спиннинг
2309.0	сапоги
2310.0	ночного
2311.0	чехол
2312.0	топор
2313.0	гидрокостюм
2314.0	черви
2315.0	сейф
2316.0	палатка
2317.0	мешок
2318.0	ледобур
2319.0	фляжка
2320.0	чучело
2321.0	фонарь
2322.0	катушка
2323.0	нож
2324.0	шкура
2325.0	велосипед
2326.0	грипсы
2327.0	перчатки
2328.0	db-
2329.0	велосипед
2330.0	ключ
2331.0	камера
2332.0	фонарь
2333.0	подседельный
2334.0	сумка
2335.0	цепь
2336.0	детское
2337.0	вилка
2338.0	багажник
2339.0	система
2340.0	насос
2341.0	велокомпьютер
2342.0	туфли
2343.0	покрышки
2344.0	вынос
2345.0	звонок
2346.0	тормоз
2347.0	бутылки
2348.0	бутылка
2349.0	крылья
2350.0	мм
2351.0	втулка
2352.0	shimano
2353.0	каретка
2354.0	переключатель
2355.0	замок
2356.0	платье
2357.0	седло
2358.0	shimano
2359.0	шлем
2360.0	колеса
2361.0	колодки
2362.0	колесо
2363.0	педали
2364.0	мм
2365.0	запчасти
2366.0	руль
2367.0	зеркало
2368.0	велосипед
2369.0	велосипед
2370.0	велосипед
2371.0	значки
2372.0	продам
2373.0	сумка
2374.0	очки
2375.0	подсумок
2376.0	продам
2377.0	телефон
2378.0	противогаз
2379.0	шлем
2380.0	кобура
2381.0	шеврон
2382.0	сапоги
2383.0	пальто
2384.0	ремень
2385.0	планшет
2386.0	каска
2387.0	знак
2388.0	котелок
2389.0	монеты
2390.0	фляжка
2391.0	лопатка
2392.0	ящик
2393.0	ссср
2394.0	бинокль
2395.0	куртка
2396.0	открытка
2397.0	конверты
2398.0	открытки
2399.0	ссср
2400.0	ссср
2401.0	бутыль
2402.0	пластинки
2403.0	карта
2404.0	макет
2405.0	железная
2406.0	ваз
2407.0	продам
2408.0	камаз
2409.0	модель
2410.0	солдатики
2411.0	модель
2412.0	модель
2413.0	трактор
2414.0	модель
2415.0	участке
2416.0	значки
2417.0	медаль
2418.0	монеты
2419.0	монеты
2420.0	пепельница
2421.0	зажигалка
2422.0	фото
2423.0	книги
2424.0	участок
2425.0	рублей
2426.0	билеты
2427.0	календарики
2428.0	колокольчик
2429.0	янтарь
2430.0	лампа
2431.0	пряжка
2432.0	абонемент
2433.0	крест
2434.0	ключ
2435.0	г
2436.0	бритва
2437.0	фишки
2438.0	нож
2439.0	ручка
2440.0	арифмометр
2441.0	флаг
2442.0	патефон
2443.0	спички
2444.0	мишка
2445.0	счеты
2446.0	прялка
2447.0	ступа
2448.0	радиоприемник
2449.0	вымпел
2450.0	линейка
2451.0	игрушки
2452.0	радиола
2453.0	ножницы
2454.0	магниты
2455.0	телефон
2456.0	готовальня
2457.0	телевизор
2458.0	вкладыши
2459.0	шлем
2460.0	касли
2461.0	телевизор
2462.0	знамя
2463.0	кольцо
2464.0	монеты
2465.0	игрушки
2466.0	насекомые
2467.0	чемодан
2468.0	кинопроектор
2469.0	замок
2470.0	фигурка
2471.0	топор
2472.0	платье
2473.0	диапроектор
2474.0	сундук
2475.0	книги
2476.0	рог
2477.0	портсигар
2478.0	брелок
2479.0	утюг
2480.0	мамонта
2481.0	моржа
2482.0	браслет
2483.0	кольцо
2484.0	наклейки
2485.0	нитки
2486.0	киндер
2487.0	марки
2488.0	гитарный
2489.0	микрофон
2490.0	стойка
2491.0	педаль
2492.0	пульт
2493.0	процессор
2494.0	pioneer
2495.0	прожектор
2496.0	усилитель
2497.0	микрофон
2498.0	прибор
2499.0	баян
2500.0	аккордеон
2501.0	гармонь
2502.0	скрипка
2503.0	блок
2504.0	флейта
2505.0	труба
2506.0	х
2507.0	губная
2508.0	набор
2509.0	саксофон
2510.0	кларнет
2511.0	мундштук
2512.0	клаксоны
2513.0	стол
2514.0	пианино
2515.0	casio
2516.0	синтезатор
2517.0	домра
2518.0	гитара
2519.0	гитара
2520.0	балалайка
2521.0	укулеле
2522.0	гитара
2523.0	электрогитара
2524.0	педаль
2525.0	установка
2526.0	продам
2527.0	барабан
2528.0	ударная
2529.0	барабан
2530.0	барабан
2531.0	глюкофон
2532.0	варган
2533.0	малый
2534.0	ride
2535.0	барабанные
2536.0	пресса
2537.0	педаль
2538.0	lp
2539.0	блинный
2540.0	лото
2541.0	игра
2542.0	кубик
2543.0	домино
2544.0	пазлы
2545.0	монополия
2546.0	игра
2547.0	набор
2548.0	ссср
2549.0	шахматы
2550.0	аэрохоккей
2551.0	карты
2552.0	часы
2553.0	игра
2554.0	настольный
2555.0	нарды
2556.0	круг
2557.0	бассейн
2558.0	шапочка
2559.0	надувной
2560.0	участок
2561.0	маска
2562.0	чизкейк
2563.0	трапеция
2565.0	очки
2566.0	редуктор
2567.0	наимилейший
2568.0	бассейн
2569.0	ласты
2570.0	баллон
2571.0	жилет
2572.0	кайт
2573.0	tusa
2574.0	круг
2575.0	лодка
2576.0	гидрокостюм
2577.0	райская
2578.0	участок
2579.0	газовая
2580.0	кроссовки
2581.0	мм
2582.0	тент
2583.0	рюкзак
2584.0	компас
2585.0	набор
2586.0	фонарь
2587.0	мангал
2588.0	термос
2589.0	сумка
2590.0	страховочная
2591.0	карабин
2592.0	стол
2593.0	работы
2594.0	палатка
2595.0	мешок
2596.0	надувной
2597.0	фонарь
2598.0	коврик
2599.0	кий
2600.0	шары
2601.0	шар
2602.0	бильярдный
2603.0	защита
2604.0	перчатки
2605.0	макивара
2606.0	мешок
2607.0	бокса
2608.0	защита
2609.0	перчатки
2610.0	борцовки
2611.0	лапы
2612.0	жилет
2613.0	шлем
2614.0	шорты
2615.0	защита
2616.0	рашгард
2617.0	бинты
2618.0	кимоно
2619.0	кимоно
2620.0	кимоно
2621.0	трико
2622.0	трейнер
2623.0	груша
2624.0	клюшка
2625.0	ботинки
2626.0	хоккейная
2627.0	шлем
2628.0	лыжи
2629.0	продам
2630.0	чехол
2631.0	ботинки
2632.0	платье
2633.0	лыжи
2634.0	маска
2635.0	нагрудник
2636.0	лыжи
2637.0	тюбинг
2638.0	хоккейная
2639.0	платье
2640.0	ботинки
2641.0	краги
2642.0	шлем
2643.0	лыжи
2644.0	хоккейные
2645.0	коньки
2646.0	налокотники
2647.0	сноуборд
2648.0	снегокат
2649.0	коньки
2650.0	скейтборд
2651.0	лонгборд
2652.0	ролики
2653.0	ролики
2654.0	защита
2655.0	самокат
2656.0	ролики
2657.0	ролики
2658.0	ролики
2659.0	лук
2660.0	тренажер
2661.0	гиря
2663.0	детский
2664.0	семена
2665.0	детский
2666.0	скакалка
2667.0	пояс
2668.0	mask
2669.0	силовой
2670.0	скамья
2671.0	кг
2672.0	тренажер
2673.0	блины
2674.0	турник
2675.0	турник
2676.0	тренажер
2677.0	степ-платформа
2678.0	стенка
2679.0	пресса
2681.0	скамья
2683.0	вибромассажер
2684.0	б/у
2685.0	шорты
2686.0	беговая
2687.0	велотренажер
2688.0	гриф
2689.0	аркон
2690.0	скамья
2691.0	гантели
2692.0	степпер
2693.0	штанга
2694.0	пресса
2695.0	эспандер
2696.0	спортивный
2697.0	фонарики
2698.0	платье
2699.0	обруч
2700.0	купальник
2701.0	туфли
2702.0	седло
2703.0	вертолет
2704.0	батут
2705.0	катушка
2706.0	мангал
2707.0	насос
2708.0	джамперы
2709.0	булавы
2710.0	мяч
2711.0	спортивный
2712.0	шлем
2713.0	разработчик
2714.0	веники
2715.0	гироскутер
2716.0	утепление
2717.0	участок
2718.0	мольберт
2719.0	качели
2720.0	дартс
2721.0	платье
2722.0	самокат
2723.0	участок
2724.0	ремонт
2725.0	торговое
2726.0	участок
2727.0	металлоискатель
2728.0	футболка
2729.0	участке
2730.0	баскетбольная
2731.0	бутсы
2732.0	коляска
2733.0	мяч
2734.0	гетры
2735.0	щитки
2736.0	бита
2737.0	кроссовки
2738.0	мяч
2739.0	перчатки
2740.0	мяч
2741.0	стол
2742.0	ракетки
2743.0	ракетка
2744.0	ракетки
2745.0	ракетка
2746.0	ракетка
2747.0	ракетки
2748.0	сумка
2749.0	калькулятор
2750.0	папка
2751.0	продам
2752.0	машинка
2753.0	полки
2754.0	тубус
2755.0	книга
2756.0	резак
2757.0	см
2758.0	доска
2759.0	печатей
2760.0	ручка
2761.0	брошюровщик
2762.0	ламинатор
2763.0	скотч
2764.0	набор
2765.0	степлер
2766.0	принтер
2767.0	факс
2768.0	panasonic
2769.0	квартира,
2770.0	принтер
2771.0	сканер
2772.0	canon
2773.0	мфу
2774.0	сетевой
2775.0	ибп
2776.0	кабель
2777.0	диски
2778.0	чернила
2779.0	картридж
2780.0	бумага
2781.0	фотобумага
2782.0	бумага
2783.0	бумага
2784.0	блок
2785.0	аккумулятор
2786.0	зарядное
2787.0	батарейка
2788.0	моноблок
2789.0	блок
2790.0	блок
2791.0	mac
2792.0	компьютер
2793.0	imac
2794.0	i
2795.0	компьютер
2796.0	компьютер
2797.0	кабель
2798.0	usb
2799.0	ноутбука
2800.0	коврик
2801.0	программатор
2802.0	очки
2803.0	asus
2804.0	шлейф
2805.0	переходник
2806.0	hdd
2807.0	планшет
2808.0	вентилятор
2809.0	usb
2810.0	сумка
2811.0	arduino
2812.0	usb
2813.0	роутер
2814.0	диск
2815.0	флешка
2816.0	карта
2817.0	n
2818.0	карта
2819.0	акустическая
2820.0	наушники
2821.0	клавиатура
2822.0	мышь
2823.0	apple
2824.0	мышь
2825.0	клавиатура
2826.0	мышь
2827.0	клавиатура
2828.0	клавиатура
2829.0	клавиатура
2830.0	джойстик
2831.0	геймпад
2832.0	руль
2833.0	камера
2834.0	камера
2835.0	logitech
2836.0	камера
2837.0	веб-камера
2838.0	камера
2839.0	шлейф
2840.0	samsung
2841.0	монитор
2842.0	lg
2843.0	монитор
2844.0	монитор
2845.0	монитор
2846.0	монитор
2847.0	монитор
2848.0	монитор
2849.0	монитор
2850.0	монитор
2851.0	матрица
2852.0	intel
2853.0	ddr
2854.0	питания
2855.0	питания
2856.0	аккумулятор
2857.0	ноутбука
2858.0	кулер
2859.0	термопаста
2860.0	диск
2861.0	карта
2862.0	плата
2863.0	привод
2864.0	райзер
2865.0	видеокарта
2866.0	tv
2867.0	стилус
2868.0	кабель
2869.0	аккумулятор
2870.0	тачскрин
2871.0	ipad
2872.0	samsung
2873.0	планшет
2874.0	чехол
2875.0	ipad
2876.0	планшет
2877.0	samsung
2878.0	kindle
2879.0	onyx
2880.0	электронная
2881.0	электронная
2882.0	набор
2883.0	электронная
2884.0	планшет
2885.0	электронная
2886.0	texet
2887.0	планшет
2888.0	ps
2889.0	игры
2890.0	windows
2891.0	sega
2892.0	xbox
2893.0	планшет
2894.0	wii
2895.0	dendy
2896.0	vita
2897.0	ps
2898.0	playstation
2899.0	ps
2900.0	psp
2901.0	xbox
2902.0	ps
2903.0	xbox
2904.0	номер
2905.0	htc
2906.0	zte
2907.0	кабель
2908.0	модем
2909.0	чехол
2910.0	зарядное
2911.0	дисплей
2912.0	аккумулятор
2913.0	очки
2914.0	philips
2915.0	panasonic
2916.0	fly
2917.0	huawei
2918.0	iphone
2919.0	bq
2920.0	телефон
2921.0	blackberry
2922.0	motorola
2923.0	телефон
2924.0	lenovo
2925.0	prestigio
2926.0	alcatel
2927.0	highscreen
2928.0	acer
2929.0	sony
2930.0	meizu
2931.0	micromax
2932.0	samsung
2933.0	lumia
2934.0	телефон
2935.0	dexp
2936.0	телефон
2937.0	рация
2938.0	телефон
2939.0	nokia
2940.0	explay
2941.0	asus
2942.0	lg
2943.0	телефон
2944.0	xiaomi
2945.0	vertu
2946.0	ноутбук
2947.0	ноутбук
2948.0	dell
2949.0	ноутбук
2950.0	macbook
2951.0	asus
2952.0	ноутбук
2953.0	macbook
2954.0	lenovo
2955.0	ноутбук
2956.0	hp
2957.0	ddr
2958.0	packard
2959.0	samsung
2960.0	hp
2961.0	ноутбук
2962.0	toshiba
2963.0	acer
2964.0	lenovo
2965.0	сумка
2966.0	фотоаппарат
2967.0	фотоаппарат
2968.0	фоторамка
2969.0	микроскоп
2970.0	рассеиватель
2971.0	стедикам
2972.0	фотоаппарат
2973.0	переходник
2974.0	canon
2975.0	стойка
2976.0	canon
2977.0	экспонометр
2978.0	отражатель
2979.0	вспышка
2980.0	yongnuo
2981.0	селфи
2982.0	фотоувеличитель
2983.0	участок
2984.0	рюкзак
2985.0	софтбокс
2986.0	falcon
2987.0	бленда
2988.0	монопод
2989.0	ремень
2990.0	головка
2991.0	пульт
2992.0	прожектор
2993.0	батарейный
2994.0	штатив
2995.0	сумка
2996.0	canon
2997.0	canon
2998.0	фотоаппарат
2999.0	фотоаппарат
3000.0	труба
3001.0	телескоп
3002.0	бинокль
3003.0	монокуляр
3004.0	бинокль
3005.0	кронштейн
3006.0	кронштейн
3007.0	питания
3008.0	конденсатор
3009.0	аккумулятор
3010.0	трансформатор
3011.0	зарядное
3012.0	пульт
3013.0	лампа
3014.0	кассеты
3015.0	осциллограф
3016.0	радиолампы
3017.0	антенна
3018.0	участок
3019.0	спутниковая
3020.0	плата
3021.0	головка
3022.0	телевизор
3023.0	телевизор
3024.0	проектор
3025.0	ресивер
3026.0	усилитель
3027.0	триколор
3028.0	кабель
3029.0	сабвуфер
3030.0	колонки
3031.0	колонка
3032.0	кинотеатр
3033.0	iphone
3034.0	ipod
3035.0	плеер
3036.0	плеер
3037.0	ipod
3038.0	кассетный
3039.0	видеомагнитофон
3040.0	dvd
3041.0	портативный
3042.0	dvd
3043.0	приставка
3044.0	микронаушник
3045.0	наушники
3046.0	наушники
3047.0	наушники
3048.0	наушники
3049.0	диски
3050.0	камера
3051.0	камера
3052.0	видеокамера
3053.0	gopro
3054.0	видеонаблюдения
3055.0	камера
3056.0	центр
3057.0	магнитола
3058.0	радиоприемник
3059.0	магнитофон
3060.0	проигрыватель
3061.0	дека
3062.0	микрофон
3063.0	фен
3064.0	микрофон
3065.0	микрофон
3066.0	диктофон
